微博id,微博正文,发布时间,点赞数,转发数,评论数,热度值,关键短语
Ll76GBJKg,【#你好，明天#】失事飞机的一部黑匣子已找到，离查明真相向前迈了一步。而遗体残骸的发现，则让人感到悲伤。此刻，再直抵人心的劝慰都很苍白，都无法驱散遇难者家属的悲伤。惟愿逝者安息、生者安好，愿从今以后，我们的每一次出发都能平安归来。  原图 ,2022-03-23,151851,36098,15530,30.93524122210103,人心劝慰#SPLIT#劝慰苍白#SPLIT#安息生者#SPLIT#惟愿逝者#SPLIT#愿从今
Ll6eMD2Tg,【#消防救援人员共搜寻4.6万平方米#】今天下午，300余名消防救援人员主要对事故区域东面林区进行搜寻，该区域杂草丛生、地势陡峭，搜寻工作有一定难度。截至晚上19时，消防救援人员共搜寻区域面积4.6万平方米，发现有部分飞机残骸和人体组织碎片，已移交调查工作组。#发现部分飞机残骸和遗体残骸#人民日报的微博视频                  原图                             ,2022-03-23,953123,31759,37656,33.0541242685415,飞机残骸#SPLIT#共搜寻#SPLIT#救援人员#SPLIT#东面林区#SPLIT#区域杂草丛生
Ll4HBmQiD,【快讯：#已找到一部失事飞机黑匣子#】记者从东航飞行事故第二场新闻发布会上获悉，东方航空公司MU5735航班的一部黑匣子已于23日被发现，破损严重。暂不确定是数据记录器（FDR）还是驾驶舱话音记录器（CVR）。#已找到的黑匣子破损严重# 人民日报的微博视频  ,2022-03-23,375293,13426,12196,30.03617333123011,东方航空公司航班#SPLIT#东航飞行#SPLIT#已于发现#SPLIT#快讯找到#SPLIT#找到黑匣子
LkSBthMWd,【正在直播：#直击MU5735坠机事故救援#】3月21日，东航客机MU5735在广西梧州藤县坠毁。机上人员共132人，其中乘客123人、机组人员9人。目前已发现失事飞机残骸碎片，但未发现机上失联人员。@人民日报 直击#MU5735坠机事故救援现场#↓↓关注！ 人民日报的微博直播  ,2022-03-22,363357,7274,89977,32.40475173109004,直击坠机#SPLIT#坠机事故#SPLIT#东航客机#SPLIT#乘客机组人员#SPLIT#广西梧州
LkLG7vqV0,【#民航局证实东航一飞机坠毁#：#东航坠毁飞机机上人员共132人#】2022年3月21日，东航一架波音737客机在执行昆明——广州航班任务时，于梧州上空失联。目前，已确认该飞机坠毁。机上人员共132人，其中旅客123人、机组9人。  原图 ,2022-03-21,351485,19702,15868,30.781672966808564,飞机坠毁#SPLIT#东航坠毁#SPLIT#东航客机#SPLIT#坠毁东航#SPLIT#梧州上空
LkpbpFmeB,【#专家建议晚上10点到11点睡觉#】18日《中国睡眠研究报告（2022）》发布。报告显示，过去10年国人的入睡时间晚了两个多小时，睡眠平均时长从2012年的8.5小时缩减到2021年的7.06小时，#调查显示仅35%国人睡够8小时#。新手妈妈、学生、职场人士睡眠问题突出。影响睡眠时长的因素有：看手机或上网导致睡眠拖延，工作或学习时长挤占了睡眠时间，以及失眠等睡眠障碍的影响。北京朝阳医院呼吸睡眠中心主任郭兮恒建议大家应该在10点到11点睡觉，最晚不要超过12点，睡眠时间最好能维持在7到8个小时。睡醒以后，精神状态饱满的话，就说明睡眠是健康的。  人民日报的微博视频                                 ,2022-03-19,525471,27645,35062,32.51061500728948,专家建议睡觉#SPLIT#主任郭兮恒#SPLIT#北京朝阳医院呼吸#SPLIT#国人入睡#SPLIT#学习时长
Lk9sQ1ePl,【#2022年清朗行动十大任务#】#全面清理色丑怪假俗赌等直播和短视频#；从严整治激情打赏、高额打赏、诱导打赏等行为；坚决遏制借未成年人牟利；全面整治劣迹艺人违规复出、#全面整治被封账号违规转世#；严惩偷拍跟拍等各类无底线蹭流量行为……更多↓↓2022年“清朗”系列专项行动10个方面重点任务  ,2022-03-17,895093,16062,27177,31.851860431615883,全面整治#SPLIT#丑怪假#SPLIT#严惩偷拍#SPLIT#俗赌#SPLIT#偷拍跟拍
Lj8nskLAX,【#俄公布美在乌实施军事生物计划材料#】当地3月10日，俄罗斯国防部公布关于美国及其北约盟友在乌克兰实施军事和生物计划的材料。俄国防部表示，美国在乌克兰的P-781项目考虑将蝙蝠作为潜在生物武器制剂的载体，并研究了能从蝙蝠传播给人类的细菌和病毒病原体↓#美研究能从蝙蝠传给人类的细菌和病原体# 俄罗斯国防部公布美国及北约在乌克兰实施军事和生物计划的材料                                 ,2022-03-10,423481,22227,15076,30.91862970317788,人类细菌#SPLIT#乌克兰实施#SPLIT#研究蝙蝠#SPLIT#美国北约#SPLIT#实施军事
LiJh8ids7,【今天，为她们发条微博：#性别偏见不该是人生枷锁#】职场中有形无形的天花板，家庭中逼婚、催生的压力与无奈，社会上“女性就该如此”的刻板印象…你，在面对吗？性别偏见不该是人生枷锁。#今天不必称呼女神女王#，只要听见她们的真实声音。致敬“她力量”，向所有女性说声：#妇女节#快乐！  [组图共9张] 原图 ,2022-03-08,374173,121550,21697,33.10179036527482,不该人生#SPLIT#人生枷锁#SPLIT#偏见不该#SPLIT#性别偏见#SPLIT#刻板印象
LhZ6pcLqO,#全国两会#【人大代表#建议加大网络暴力处罚力度#】全国人大代表李东生表示，网暴事件频发的原因，在于遏制和打击的力度不够。他提出：①完善网络暴力的司法解释，针对打击网络暴力进行专门立法；②#加大网暴事件中施暴者惩治力度#，对情节严重的提起公诉；③落实网络平台主体责任，提升网络暴力应对效率。（人民日报记者李刚） 原图 ,2022-03-03,290858,27495,14470,30.881945653459468,网络暴力#SPLIT#暴事件#SPLIT#事件频发#SPLIT#代表李东生#SPLIT#加大网
LhJrOiFLk,【#美国拿丹麦儿童做人体实验#，“人权”何在？】日前，揭露美国中情局在上世纪60年代对丹麦儿童进行秘密人体实验的纪录片《寻找自我》引发世界关注。美国政府常把“人权”“民主”挂在嘴边，却总说一套做一套。美国政府应该做的，是向这些受害者道歉、赔偿！这部#讽刺短剧揭美国儿童人体实验#↓↓  http://t.cn/A66wnzHL ,2022-03-01,287360,15427,12532,30.08236725826809,丹麦儿童#SPLIT#人体实验纪录片#SPLIT#人权何在#SPLIT#做人体实验#SPLIT#儿童人体实验
LgY0ipfI1,#美方没资格来告诉中方怎么做#【外交部：#北约至今还欠中国一笔血债#】华春莹表示，近代以来，中国遭受过八国联军和外国的殖民侵略，对于丧权辱国有着特别悲惨的记忆。就在并不遥远的20多年前，中国驻南联盟使馆被北约轰炸，造成三名中国记者牺牲、多人受伤，北约至今还欠着中国一笔血债。而且在今天，我们依然面临美国和其所谓“盟友”在涉疆、涉港、涉台的问题上肆意干涉中国内政、破坏损害中国主权安全的现实威胁。中国也还是唯一一个还没有实现祖国完全统一的安理会常任理事国。正因为如此，中国一贯坚决维护联合国宪章宗旨原则和国际关系基本准则，坚决维护国家的主权安全和领土完整，坚决维护国际公平正义。华春莹指出，而美国建国不到250年的时间里，只有不到20年没有对外发动军事行为；而军事干预的名义有时是“民主”，有时是“人权”，有时甚至就编一个假消息！这样的国家对于尊重国家主权和领土完整的理解，肯定和我们是不一样。对此，国际社会也是十分清楚。http://t.cn/A66h6dmU ,2022-02-24,2062157,111991,39708,34.779814213636385,主权安全#SPLIT#坚决维护#SPLIT#中国笔#SPLIT#笔血债#SPLIT#丧权辱国有着
LgX0s8cVi,【扩散！#在乌中国公民紧急求助电话#】24日，#中国驻乌大使馆发布提醒#并公布求助电话：乌克兰紧急求助电话：火警101、报警102、急救103外交部全球领事保护与服务应急呼叫中心电话：+86-10-12308或+86-10-59913991。中国驻乌克兰大使馆领事保护电话：+380503550734使馆24小时值班电话:+380503215879（留学生）+380503837951（中资企业）中国驻敖德萨总领馆领事保护电话：+380936424266 原图 ,2022-02-24,128649,78661,5383,30.042121187387906,领事保护#SPLIT#求助电话#SPLIT#中国驻#SPLIT#紧急求助#SPLIT#大使馆领事
LgN9sAn6G,【#徐州全市排查侵害妇女儿童权益问题#】#徐州明确10类排查重点#徐州市按照全省统一部署，开展侵害妇女儿童等群体权益问题专项排查整治工作，明确精神疾病、智力障碍、被限制人身自由等10类排查重点，在全市范围内进行“梳网清格”，对发现的侵害妇女儿童线索，坚决依法查处，切实维护妇女儿童等群体的合法权益。http://t.cn/A66PGlNu ,2022-02-23,243909,101855,11292,31.731500137554086,侵害妇女儿童#SPLIT#妇女儿童群体#SPLIT#权益问题#SPLIT#排查重点#SPLIT#人身自由排查
LgMyNa41B,#丰县生育八孩女子事件调查结果#【#董某民涉嫌虐待罪被批准逮捕#：#桑某妞时某忠涉嫌拐卖妇女罪被批捕#】2022年1月31日，公安机关以涉嫌非法拘禁罪对董某民立案侦查。据董某民亲属和村民证人证言、勘验检查、司法鉴定、书证、铁链等物证以及董某民的供述，2017年以来，董某民在杨某侠发病时对其实施布条绳索捆绑、铁链锁脖，有病不送医治疗等虐待行为。2022年2月18日，公安机关以涉嫌虐待罪对董某民提请检察机关批准逮捕。2月22日，丰县人民检察院经依法审查认为犯罪嫌疑人董某民虐待家庭成员情节恶劣，以涉嫌虐待罪依法批准逮捕。公安机关将对涉案犯罪事实，包括涉嫌收买被拐卖妇女等犯罪开展侦查取证工作。2月22日，丰县人民检察院对犯罪嫌疑人桑某妞、时某忠，以涉嫌拐卖妇女罪依法批准逮捕。公安机关将对涉案犯罪事实继续开展侦查取证工作。对犯罪嫌疑人徐某东、刘某柱、霍某渠、霍某得、谭某庆、李某玲，公安机关已立案并采取刑事强制措施，继续开展侦查取证工作。对涉及此案的犯罪嫌疑人将依法予以严惩。http://t.cn/A66PyAeo ,2022-02-23,306275,12434,22519,30.77762994721626,桑某妞#SPLIT#涉嫌虐待#SPLIT#罪依法#SPLIT#虐待罪#SPLIT#开展侦查
LgMtOEdE2,【#丰县生育八孩女子事件问责17人#】#丰县生育八孩女子确系小花梅#，详情↓↓ 江苏省委省政府调查组关于丰县生育八孩女子事件调查处理情况的通报  ,2022-02-23,350109,28262,22387,31.65673071263489,丰县生育#SPLIT#孩女子#SPLIT#事件调查处理#SPLIT#女子事件调查#SPLIT#小花梅
LgBiS9FKJ,【奇妙的缘分！#20220222也是正月二十二星期二#】2022年2月22日，这一天是星期二，也是壬寅虎年正月二十二。收藏#生活中成双成对的瞬间#，一起度过2022“最有爱”的一天。#20220222超级有爱日#  人民日报的微博视频  ,2022-02-22,435957,116242,43918,34.19124216117162,中成成对#SPLIT#奇妙缘分#SPLIT#成对瞬间#SPLIT#生活中成#SPLIT#度过爱
LgvVSsOVg,【#专家建议晚饭只吃七分饱#】“早吃好，午吃饱，晚吃少”。晚饭建议以“清淡、易消化”为原则，吃到七分饱即可。以22点为最佳睡觉时间计算，18-20点左右为最佳晚餐时间。如果吃得太晚，饭后不要立即睡觉，此时胃还在进行消化，立即入睡不仅不利于消化吸收，长此以往还会导致胃病。http://t.cn/A6JQuCsM ,2022-02-21,260621,15124,22654,30.901721248889693,七分饱即可#SPLIT#七分饱早#SPLIT#不利于消化吸收#SPLIT#专家建议晚饭#SPLIT#入睡不利于
Lgobv9lnH,【#冰墩墩下班了#！#再见了北京冬奥#！】此刻，北京冬奥会正式闭幕。再见了，北京2022年冬奥会！再见了，冰墩墩！让我们一起向未来！  原图 ,2022-02-20,273906,64768,14727,31.735112913029155,冰墩墩#SPLIT#一起向未来#SPLIT#墩下班#SPLIT#北京冬奥#SPLIT#正式闭幕
LgltIqSxg,【所有比赛结束！#中国代表团9金4银2铜收官#！】刚刚，男子冰球比赛芬兰队获得金牌，这也是北京冬奥会最后一枚金牌。至此，北京冬奥会比赛全部结束，中国队9金4银2铜收官，#中国代表团位列奖牌榜第三#，金牌数和奖牌数均创历史新高。#谢谢带给我们惊喜的中国冬奥健儿#！关注冬奥健儿助力北京冬奥  [组图共2张] 原图 ,2022-02-20,194243,186871,12469,32.37323591735863,北京冬奥会#SPLIT#冬奥健儿#SPLIT#银铜#SPLIT#铜收官#SPLIT#中国代表团位列
LgjAf6qgB,【终于等到你！#一百万只冰墩墩到货#】冬奥会开幕以来，冰墩墩圈粉无数，加上其他冰雪用品热销，全民冬奥热情不减，这届冬奥“带货”能力实强。数据显示，近半个月超1亿人涌入天猫奥林匹克官方旗舰店准点蹲守冰墩墩，但通常是一秒售罄，网友每天在线求官方补货。而今，#冰墩墩吨吨吨式补货#。2月20日，100万只冰墩墩将在官方旗舰店集中发售，从早上10点至晚上9点，每个整点都可抢。网友：总算赶在冬奥闭幕前实现“一户一墩”了！ http://t.cn/A665ondp [组图共3张] 原图 ,2022-02-20,347349,292317,100278,36.23820899804825,官方旗舰店#SPLIT#冰墩墩#SPLIT#墩墩#SPLIT#冰墩#SPLIT#全民冬奥
Lgf2TzTxM,【创造历史！#中国队冬奥金牌9宫格#】截至2月19日22点，中国队已在北京冬奥会上收获9枚金牌！祝贺中国队，你们太棒了！#中国队金牌九宫格#  [组图共9张] 原图 ,2022-02-19,196300,30040,10318,30.266633834193186,中国队冬奥#SPLIT#中国队金牌#SPLIT#冬奥金牌#SPLIT#祝贺中国队#SPLIT#金牌九宫格
LgeTRjIN9,【中国第9金！#隋文静韩聪金牌#】北京冬奥会花样滑冰双人滑自由滑比赛中，中国组合@Guile隋文静 /@Allen韩聪 获得冠军，为中国再添一枚金牌！#祝贺葱桶组合#！  [组图共9张] 原图 ,2022-02-19,345490,44369,17493,31.731099646665918,冬奥会花样滑冰#SPLIT#双人滑自由滑#SPLIT#祝贺葱#SPLIT#组合隋文静#SPLIT#自由滑比赛
